,Name (caveats to the data),RTG $,Oil/Water Used,Type of Fish,Latin Name,Country Origin,Brand,Has Salt,Has Sugar,Sauce/Inclusions,Boneless,Skinless,Pieces/Tin,Tin Size (in grams unless otherwise noted),Tin Size (in oz unless otherwise noted),Smoked,Grilled/Seared,Citrus,Garlic,Chili Pepper,Tomato,Dairy,Gluten,Organic,Kosher Cert,Servings/tin,Sodium/Serv (mg),% RDA Sodium,Unnamed: 28
447,Matiz Sardines with Lemon,5,Sunflower Oil,Sardines,Sardina pilchardus,Spain,Matiz,Yes,No,,No,No,Unstated,120,4.2,No,No,Yes,No,No,No,No,No,No,,1,340,15,
448,Matiz Small Sardines with Sweet Piquillo Peppers,6.5,Olive Oil,Sardines,Sardina pilchardus,Spain,Matiz,Yes,No,Piquillo Peppers,No,No,Unstated,85,3.0,No,No,No,No,No,No,No,No,No,,1,310,14,
449,Matiz Spicy Sardines with Piri Piri Pepper,5.5,Olive Oil,Sardines,Sardina pilchardus,Spain,Matiz,Yes,No,Spiced/Spicy,No,No,Unstated,120,4.2,No,No,No,No,Yes,No,No,No,No,,1,336,15,
450,Matiz Wild Cod in Spanish Olive Oil,11,Olive Oil,Cod,Gadus morhua,Spain,Matiz,Yes,No,,Yes,No,Unstated,111,4.0,No,No,No,No,No,No,No,No,No,,1,470,20,
451,Minerva Mackerel Fillets in Olive Oil,9,Olive Oil,Mackerel,Scomber japonicus,Portugal,Minerva,Yes,No,,Yes,Yes,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,,1,840,37,
452,Minerva Mackerel Fillets in Organic Extra Virgin Olive Oil,14,"Extra Virgin Olive Oil, Organic",Mackerel,Scomber japonicus,Portugal,Minerva,Yes,No,,Yes,Yes,Unstated,120,4.2,No,No,No,No,No,No,No,No,Yes,,?,1000,?,per 100g
453,Minerva Mackerel Fillets in Spiced Olive Oil with Pickles,9,Olive Oil,Mackerel,Scomber japonicus,Portugal,Minerva,Yes,No,"Spiced/Spicy Carrot, Cucumber, Piri Piri",Yes,Yes,Unstated,120,4.0,No,No,No,No,Yes,No,No,No,No,,?,1000,?,per 100g
454,Minerva Sardines in Olive Oil,7,Olive Oil,Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,,No,No,Unstated,120,4.0,No,No,No,No,No,No,No,No,No,,?,800,?,per 100g
455,Minerva Sardines in Olive Oil in Tomato,7,Olive OIl,Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,Tomato,No,No,Unstated,120,4.2,No,No,No,No,No,Yes,No,No,No,,1,600,26,
456,Minerva Sardines in Olive Oil with Lemon,7,Olive Oil,Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,Lemon,No,No,Unstated,120,4.2,No,No,Yes,No,No,No,No,No,No,,?,800,?,per 100g
457,Minerva Sardines in Organic Extra Virgin Olive Oil,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,Yes,,?,900,?,per 100g
458,Minerva Sardines in Organic Extra Virgin Olive Oil with Piri Piri Pepper,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,Spiced/Spicy,No,No,Unstated,120,4.2,No,No,No,No,Yes,No,No,No,Yes,,?,900,?,per 100g
459,Minerva Sardines in Spicy Olive Oil with Pickled Vegetables,7,Olive Oil,Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,Spiced/picy,No,No,Unstated,120,4.2,No,No,No,No,Yes,No,No,No,No,,1,417,18,
460,Minerva Sardines Skinless & Boneless in Hot Tomato Sauce,9.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,Spiced/Spicy Tomato,Yes,Yes,Unstated,120,4.0,No,No,No,No,Yes,Yes,No,No,No,,?,680,?,per 100g
461,Minerva Sardines Skinless & Boneless in Olive Oil,9.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,,Yes,Yes,Unstated,120,4.0,No,No,No,No,No,No,No,No,No,,?,425,?,per 100g
462,Minerva Sardines Skinless & Boneless in Spiced Olive Oil and Pickles,9,Olive Oil,Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,Spiced/Spicy,Yes,Yes,Unstated,120,4.0,No,No,No,No,Yes,No,No,No,No,,?,425,?,per 100g
463,Minerva Skipjack Tuna Fillets in Olive Oil,11.5,Olive Oil,"Tuna, Skipjack",Katsuwonus pelamis,Portugal,Minerva,Yes,No,,,,,120,4.0,No,No,No,No,No,No,No,No,No,,?,700,?,per 100g
464,Minerva Skipjack Tuna Fillets in Organic Extra Virgin Olive Oil,14.5,"Extra Virgin Olive Oil, Organic","Tuna, Skipjack",Katsuwonus pelamis,Portugal,Minerva,Yes,No,,,,,120,4.0,No,No,No,No,No,No,No,No,Yes,,?,700,?,per 100g
465,Minerva Skipjack Tuna Fillets in Spiced Olive Oil,11,Olive Oil,"Tuna, Skipjack",Katsuwonus pelamis,Portugal,Minerva,Yes,No,Spiced/Spicy,,,Unstated,120,4.0,No,No,No,No,Yes,No,No,No,No,,?,490,?,per 100g
466,Minerva Ventresca of Yellowfin Tuna in Olive Oil,16.5,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Portugal,Minerva,Yes,No,,,,Unstated,120,4.0,No,No,No,No,No,No,No,No,No,,?,700,?,per 100g
467,Mouettes d'Arvor Boneless Whole Sardines in Extra Virgin Olive Oil,14,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,Yes,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,Yes,,2,280,10,
468,Mouettes d'Arvor Filets de maquereaux au naturel (Mackerel Fillets in Brine),9,Water,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,No,,Yes,Yes,Unstated,169,5.96,No,No,No,No,No,No,No,No,No,,3,200,9,
469,Mouettes d'Arvor Mackerel Fillets in Catalan Sauce (Filets de Maquereaux à la Catalane),10.5,Sunflower Oil,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,Yes,Catalan,Yes,No,Unstated,169,5.96,No,No,No,No,No,Yes,No,No,No,,3,116,5,
470,Mouettes d'Arvor Mackerel Fillets in Escabeche,10.5,Sunflower Oil,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,No,Escabeche,Yes,Yes,Unstated,169,5.96,No,No,No,No,No,Yes,No,No,No,,3,94,4,
471,Mouettes d'Arvor Mackerel Fillets with Lemon and Basil,10.5,Sunflower Oil,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,Yes,"Mustard, Lemon Juice, Basil",Yes,Yes,Unstated,176,6.2,No,No,Yes,No,No,No,No,No,No,,3,69,3,
472,Mouettes d'Arvor Mackerel Fillets with Organic Brittany Seaweed,10,Extra Virgin Olive Oil,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,No,Seaweed,Yes,No,Unstated,176,6.2,No,No,No,No,No,No,No,No,Yes,,3,45,2,
473,Mouettes d'Arvor Mackerel in Muscadet Wine & Herbs,9,Water,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,No,"Vinegar, Wine",Yes,No,Unstated,176,6.2,No,No,No,No,No,No,No,No,No,,3,40,2,
474,Mouettes d'Arvor Mackerel in Mustard & Crème Fraiche,9,Sunflower Oil,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,No,"Mustard, Cream",Yes,No,Unstated,169,5.96,No,No,No,Yes,No,No,Yes,No,No,,3,290,13,
475,Mouettes d'Arvor Rillettes de Maquereaux à la moutarde à l'ancienne (Mackerel Rillette with whole grain mustard),9,Sunflower Oil,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,No,"Mustard, Onion",,,,125,4.4,No,No,No,No,No,No,No,No,No,,2,190,8,
476,Mouettes d'Arvor Rillettes de Merlu au cidre (Hake rillettes with cider),9,Sunflower Oil,Hake,?,France,Mouettes d'Arvor,Yes,No,"Cream, Onion, Garlic, Cider",,,,125,4.4,No,No,No,Yes,No,No,Yes,No,No,,2,290,13,
477,Mouettes d'Arvor Rillettes de noix de Saint-Jacques (Scallop Rillettes),12,"Butter, Sunflower Oil",Scallop,"Varies, see lid",France,Mouettes d'Arvor,Yes,No,"Carrots, Butter, Onion, Garlic",,,,125,4.4,No,No,No,Yes,No,No,Yes,Yes,No,,2,360,16,
478,Mouettes d'Arvor Rillettes de Thon Blanc aux tomates séchées (Albacore with sun-dried tomatoes),9.5,Sunflower Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,France,Mouettes d'Arvor,Yes,No,Sun-Dried Tomatoes,,,,125,4.4,No,No,No,Yes,No,Yes,No,No,No,,2,240,11,
479,Mouettes d'Arvor Rillettes of Salmon w/ Lemon & Dill,9,Sunflower Oil,Salmon,?,France,Mouettes d'Arvor,Yes,No,"Lemon, Dill",,,Rillette,125,4.4,No,No,Yes,No,No,No,No,No,No,,2,475,21,
480,Mouettes d'Arvor Rillettes of Tuna & Fromage Frais,9,Sunflower Oil,"Tuna, Skipjack",Katsuwonus pelamis,France,Mouettes d'Arvor,Yes,No,"Cheese, Fromage Frais (cream cheese)",,,Rillette,125,4.0,No,No,No,Yes,No,No,Yes,No,No,,2,90,4,
481,Mouettes d'Arvor Sardine Fillets in Extra Virgin Olive Oil,10,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,Yes,Yes,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,,2,298,13,
482,Mouettes d'Arvor Sardine Rillettes with Fresh Tomato,9,Sunflower Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,"Tomato, Onion, Red Pepper",,,,125,4.4,No,No,No,No,No,Yes,No,No,No,,2,250,11,
483,Mouettes d'Arvor Sardines in EVOO w/ Lemon Confit & Chili Pepper,9.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,"Lemon, Chili",No,No,Unstated,115,4.0,No,No,Yes,No,Yes,No,No,No,No,,2,280,10,
484,Mouettes d'Arvor Sardines in EVOO with Basil and Thyme,11,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,"Basil, Thyme",No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,2,280,10,
485,Mouettes d'Arvor Sardines in Extra Virgin Olive Oil,11,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,2,280,10,
486,Mouettes d'Arvor Sardines in Extra Virgin Olive Oil and Chili (Pili-Pili),11,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Spiced/Spicy,No,No,Unstated,115,4.0,No,No,No,No,Yes,No,No,No,No,,2,280,10,
487,Mouettes d'Arvor Sardines in Extra Virgin Olive Oil and Lemon,11,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Lemon,No,No,Unstated,115,4.0,No,No,Yes,No,No,No,No,No,No,,2,280,10,
488,Mouettes d'Arvor Sardines in Extra Virgin Olive Oil and Tomato Sauce,10,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,Yes,Tomato,No,No,Unstated,115,4.0,No,No,No,No,No,Yes,No,No,No,,2,180,8,
489,Mouettes d'Arvor Sardines in Extra Virgin Olive Oil with Sichuan Pepper,11,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Sichuan Pepper,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,2,280,10,
490,"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Commemorative ""Brest 2020""",16,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,2,280,10,
491,"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage ""Saison 2018""",13,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,2,240,10,
492,"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage ""Saison 2020""",13.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,2,280,10,
493,"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage ""Saison 2021""",12.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,2,280,10,
494,"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage ""Ville bleue 2019""",11,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,2,240,10,
495,"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage ""Ville Bleue 2020""",13.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,2,240,10,
496,"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage “Ville Bleue 2021”",12.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,2,280,10,
497,Mouettes d'Arvor Sardines in Olive Oil with Sun-Dried Tomatoes,11,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Sun-Dried Tomatoes,No,No,Unstated,115,4.0,No,No,No,No,No,Yes,No,No,No,,2,316,14,
498,Mouettes d'Arvor Sardines in Organic Extra Virgin Olive Oil with Brittany Seaweed,10,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Seaweed,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,Yes,,2,240,10,
499,Mouettes d'Arvor Sardines in Organic Extra Virgin Olive Oil with Piment d'Espelette,10,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Piment d'Espelette,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,Yes,,2,280,10,
500,"Mouettes d'Arvor Sardines in Organic Extra Virgin Olive Oil with Yuzu, Orange and Grapefruit",10,"Extra Virgin Olive Oil, Organic; Sunflower Oil, Organic",Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,"Yuzu, Grapefruit, Orange",No,No,Unstated,115,4.0,No,No,Yes,No,No,No,No,No,Yes,,2,280,10,
501,Mouettes d'Arvor Sardines in Peanut Oil,11,Peanut Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,2,280,12,
502,Mouettes d'Arvor Sardines with Butter & Sea Salt from Guérande,11.5,Butter,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,No,No,Unstated,115,4.0,No,No,No,No,No,No,Yes,No,No,,2,440,20,
503,"Mouettes d'Arvor Sardines with Persillade (butter, garlic, parsley)",11.5,Butter,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,"Garlic, Parsley",No,No,Unstated,115,4.0,No,No,No,Yes,No,No,Yes,No,No,,2,530,24,
504,Mouettes d'Arvor Sardinettes in Olive Oil 8/10,11.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,No,No,8/10,100,3.5,No,No,No,No,No,No,No,No,No,,2,120,5,
505,Mouettes d'Arvor Sardinettes in Olive Oil with Lemon 8/10,11.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Lemon,No,No,8/10,100,3.5,No,No,Yes,No,No,No,No,No,No,,2,296,13,
506,Mouettes d'Arvor Sardinettes in Olive Oil with Piment d'Espelette 8/10,11.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Piment d'Espelette,No,No,8/10,100,3.5,No,No,No,No,No,No,No,No,No,,2,120,5,
507,Mouettes d'Arvor Thon Blanc Germon (Albacore) Steak in Organic Extra Virgin Olive Oil,16,"Extra Virgin Olive Oil, Organic","Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,France,Mouettes d'Arvor,Yes,No,,,,,160,5.3,No,No,No,No,No,No,No,No,Yes,,3,130,6,
508,Mouettes d'Arvor Tuna Rillettes with Green Peppercorn (Rillettes de Thon au poivre vert),9,Sunflower Oil,"Tuna, Skipjack",Katsuwonus pelamis,France,Mouettes d'Arvor,Yes,No,Green Peppercorn,,,,125,4.4,No,No,No,No,No,No,No,No,No,,2,128,6,
509,Mouettes d'Arvor Whole Anchovy in Extra Virgin Olive Oil,10.5,Extra Virgin Olive Oil,Anchovy,?,France,Mouettes d'Arvor,Yes,No,,No,No,Unstated,100,3.53,No,No,No,No,No,No,No,No,No,,2,240,11,
510,Mouettes d’Arvor Cod Liver,7,Cod Liver Oil,Cod Liver,?,France,Mouettes d'Arvor,Yes,No,,,,,120,4.2,No,No,No,No,No,No,No,No,No,,2,1980,90,
511,Mouettes d’Arvor Rillettes de Langoustine aux graines de Souchet (Langoustine Rillettes with Tiger Nuts),11,Sunflower Oil,Norway lobster,Nephrops norvegicus,France,Mouettes d'Arvor,Yes,No,Tiger nuts,Yes,Yes,,125,4.4,No,No,No,Yes,No,No,Yes,No,No,,2,310,,
512,"Mouettes d’Arvor Sardines in Extra Virgin Olive Oil, Vintage “Saison 2022”",12.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,2,280,10,
513,"Mouettes d’Arvor Sardines in Extra Virgin Olive Oil, Vintage “Ville Bleue 2022”",12.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,,,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,2,280,10,
514,"Mouettes d’Arvor Sardines in Extra Virgin Olive Oil, Vintage “Ville Bleue 2023”",12.5,Extra Virgin Olive OIl,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,,2,130,6,
515,Mouettes d’Arvor Thon à la Catalane Bio (Skipjack Tuna in Organic Catalan Sauce),10.5,Sunflower Oil,"Tuna, Skipjack",Katsuwonus pelamis,France,Mouettes d'Arvor,Yes,Yes,Catalan Sauce,,,,160,5.3,No,No,No,No,No,Yes,No,No,No,,3,80,4,
516,Mouettes d’Arvor Thon au Citron Confit au Gingembre Bio (Skipjack Tuna with Organic Lemon and Ginger Confit),10.5,"Extra Virgin Olive Oil, Sunflower Oil","Tuna, Skipjack",Katsuwonus pelamis,France,Mouettes d'Arvor,Yes,No,"confit lemon with ginger* 3% (confit lemon* with salt (44%), sunflower* oil, ginger (2%), alcohol vinegar*, spices*)",,,,160,5.3,No,No,Yes,No,No,No,No,No,No,,3,57,3,
517,Nissui Mackerel in Miso,4.5,Miso,Mackerel,?,Japan,Nissui,Yes,Yes,Miso,No,No,Unstated,190,6.7,No,No,No,No,No,No,No,No,No,,2,440,19,
518,Nissui Mackerel in Oil,4.5,Soybean Oil,Mackerel,?,Japan,Nissui,Yes,No,,No,No,Unstated,185,6.52,No,No,No,No,No,No,No,No,No,,2,290,13,
519,Nissui Mackerel in Soy Sauce,4.5,Soy Sauce,Mackerel,?,Japan,Nissui,Yes,Yes,Soy Sauce,No,No,Unstated,190,6.7,No,No,No,No,No,No,No,Yes,No,,2,460,20,
520,Nissui Whole Sardines in Miso (Iwashi Miso Ni),4.5,Miso,Sardines,Sardinops melanostictus,Japan,Nissui,Yes,Yes,Miso,No,No,Unstated,100,3.53,No,No,No,No,No,No,No,No,No,,1,570,25,
521,Nissui Whole Sardines in Sweet Soy Sauce (Iwashi Ajitsuke),4.5,Soy Sauce,Sardines,Sardinops melanostictus,Japan,Nissui,Yes,Yes,Soy Sauce,No,No,Unstated,100,3.53,No,No,No,No,No,No,No,Yes,No,,1,670,29,
522,Nuri Mackerel Fillets in Olive Oil,8.5,Olive Oil,Mackerel,?,Portugal,Nuri,Yes,No,,Yes,Yes,Unstated,125,4.4,No,No,No,No,No,No,No,No,No,,1,500,22,
523,Nuri Sardines in Extra Spicy Olive Oil 3/5,8.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Nuri,Yes,No,Spiced/Spicy,No,No,Unstated,125,4.4,No,No,No,No,Yes,No,No,No,No,,1,1000,21,something seems off here
524,Nuri Sardines in Olive Oil 3/5,7,Olive Oil,Sardines,Sardina pilchardus,Portugal,Nuri,Yes,No,,No,No,Unstated,125,4.4,No,No,No,No,No,No,No,No,No,,1,500,22,
525,Nuri Sardines in Spiced Tomato Sauce 3/5,7,Olive Oil,Sardines,Sardina pilchardus,Portugal,Nuri,Yes,No,"Spiced/Spicy, Tomato, Cucumber, Chili, Carrot",No,No,Unstated,125,4.4,No,No,No,No,Yes,Yes,No,No,No,,1,500,22,
526,Nuri Sardines in Tomato Sauce 3/5,7,Olive Oil,Sardines,Sardina pilchardus,Portugal,Nuri,Yes,No,Tomato,No,No,Unstated,125,4.4,No,No,No,No,No,Yes,No,No,No,,1,500,22,
527,Nuri Special Edition Sardines with Lemon,8,Olive Oil,Sardines,Sardina pilchardus,Portugal,Nuri,Yes,No,Lemon,No,No,Unstated,125,4.4,No,No,Yes,No,No,No,No,No,No,,1,500,22,
528,Nuri Spiced Mackerel Fillets in Olive Oil,8.5,Olive Oil,Mackerel,?,Portugal,Nuri,Yes,No,Spiced/Spicy,Yes,Yes,Unstated,125,4.4,No,No,No,No,Yes,No,No,No,No,,1,500,22,
529,Nuri Spiced Sardine Pâté,8,Olive Oil,Sardines,Sardina pilchardus,Portugal,Nui,Yes,No,"Tomato, Chickpea, Carrot, Bay, Laurel",Yes,,Unstated,65,2.29,No,No,No,No,Yes,Yes,No,No,No,,1,200,8,
530,Nuri Spiced Sardines in Olive Oil 3/5,7,Olive Oil,Sardines,Sardina pilchardus,Portugal,Nuri,Yes,No,"Spiced/Spicy, Cucumber, Chili, Carrot",No,No,Unstated,125,4.4,No,No,No,No,Yes,No,No,No,No,,1,500,22,
531,Nuri Spiced Small Whole Mackerel in Olive Oil,7,Olive Oil,Mackerel,?,Portugal,Nuri,Yes,No,"Spiced/Spicy Cucumber, Chili, Carrot",No,No,Unstated,125,4.4,No,No,No,No,Yes,No,No,No,No,,1,500,22,
532,Ocean’s Brisling Sardines (Sprats) in Olive Oil,5,Olive Oil,Sprats,Sprattus sprattus,Scotland,Ocean's,Yes,No,,No,No,Unstated,106,3.75,No,No,No,No,No,No,No,No,No,,1,380,17,
533,Ocean’s Brisling Sardines (Sprats) Mediterranean,5,Olive Oil/Sunflower Oil,Sprats,Sprattus sprattus,Scotland,Ocean's,Yes,No,"Olives, peppers, herbs",No,No,Unstated,106,3.75,No,No,No,Yes,No,No,No,No,No,,1,210,9,
534,Ocean’s Mackerel Fillets in Korma Curry Sauce,5,Sunflower Oil,Mackerel,Scomber scombrus,Scotland,Ocean's,Yes,Yes,Curry,Yes,Yes,Unstated,125,4.41,No,No,No,Yes,Yes,Yes,No,No,No,,1,260,11,
535,"Ocean’s Mackerel Fillets with Black Olive, Red Pepper and Herbs",5,Sunflower/Rapeseed Oil,Mackerel,Scomber scombrus,Scotland,Ocean's,Yes,No,Spices,Yes,Yes,Unstated,125,4.41,No,No,No,Yes,Yes,No,No,No,No,,1,290,13,
536,Ocean’s Mackerel Fillets with Jalapeño,5,Sunflower Oil,Mackerel,Scomber scombrus,Scotland,Ocean's,Yes,No,Jalapeno Peppers,Yes,Yes,Unstated,125,4.41,No,No,No,No,No,No,No,No,No,,1,210,9,
537,Ocean’s Smoked Mackerel with Juniper and Coriander,6.5,Sunflower Oil,Mackerel,Scomber scombrus,Scotland,Ocean's,Yes,No,Juniper and Coriander Seed Oil,Yes,Yes,Unstated,110,3.88,Yes,No,No,No,No,No,No,No,No,,1,500,22,
538,Ocean’s Smoked Peppered Mackerel,6.5,Sunflower Oil,Mackerel,Scomber scombrus,Scotland,Ocean's,Yes,No,Black Pepper,Yes,Yes,Unstated,110,3.88,Yes,No,No,No,No,No,No,No,No,,1,500,22,
539,Ocean’s Sweet Smoked Mackerel,6.5,Sunflower Oil,Mackerel,Scomber scombrus,Scotland,Ocean's,Yes,Yes,Sweet Smoked,Yes,Yes,Unstated,110,3.88,Yes,No,No,No,No,No,No,No,No,,1,600,26,
540,Officer Smoked Cod Liver,5,,Cod,Gadus morhua,Denmark,Officer,Yes,No,,,,Unstated,120,4.2,Yes,No,No,No,No,No,No,No,No,,?,730,?,Per 100g
541,Ohotomorye Smoked Smelt (Korushka),8.5,Vegetable Oil,Smelt,Usmerus mordax dentex,Russia,Ohotomorye,Yes,No,,No,No,Unstated,175,6.17,Yes,No,No,No,No,No,No,No,No,,?,?,?,
542,Olasagasti Anchovies a la Basque (Donostiarra),12,Olive Oil,Anchovy,Engraulis encrasicolus,Spain,Olasagasti,Yes,No,"Garlic, Chili",No,No,Unstated,190,6.7,No,No,No,Yes,Yes,No,No,No,No,,1,980,43,
543,Olasagasti Anchovy Fillets,11,Olive Oil,Anchovy,Engraulis encrasicolus,Spain,Olasagasti,Yes,No,,Yes,Yes,Unstated,48,1.69,No,No,No,No,No,No,No,No,No,,2,855,37,
544,Olasagasti Atun Claro (Yellowfin Tuna) in Olive Oil,10,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Spain,Olasagasti,Yes,No,,,,,120,4.0,No,No,No,No,No,No,No,No,No,,1,470,20,
545,"Olasagasti Atun Rojo (Bluefin) in EVOO, Large Format",36,Olive Oil,"Tuna, Bluefin",Thunnus thynnus,Spain,Olasagasti,Yes,No,,,,,270,9.5,No,No,No,No,No,No,No,No,No,,3,401,17,
546,"Olasagasti Bonito del Norte (Albacore) Loins in Olive Oil, Glass Jar",24,Olive Oil,"Tuna, White",Thunnus alalunga,Italy,Olasagasti,Yes,No,,,,,,6.75,No,No,No,No,No,No,No,No,No,,2,431,19,
547,Olasagasti Bonito Del Norte in EVOO,13,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Olasagasti,Yes,No,,,,,120,4.0,No,No,No,No,No,No,No,No,No,,1,478,21,
548,"Olasagasti Lomo de atún a la siciliana, en salsa tomates secos (Tuna Fillet in Sun-Dried Tomato Sauce)",13,Sunflower Oil,"Tuna, Bigeye",Thunnus obesus,Italy,Olasagasti,Yes,Yes,"Tomato, Black Olives",,,Unstated,200,7.0,No,No,No,Yes,No,Yes,No,No,No,,1,1000,43,
549,"Olasagasti Lomo de atún a la toscana, con alubias blancas (Tuna Fillet a la Toscana (with white bean stew))",13,Olive Oil,"Tuna, Bigeye",Thunnus obesus,Italy,Olasagasti,Yes,No,Toscana (white beans),,,Unstated,200,7.0,No,No,No,No,No,No,No,No,No,,1,780,34,
550,Olasagasti Lomo de atún con piperrada (Tuna Fillet with Basque Piperade),13,Olive Oil,"Tuna, Bigeye",Thunnus obesus,Italy,Olasagasti,Yes,No,"Red and Yellow Pepper, Onion, Tomato",,,Unstated,190,6.67,No,No,No,No,No,Yes,No,No,No,,1,240,10,
